tipo,Sale_id,Weekday,product_id,Count,Department,Product_category
8,47940,Friday,4900000977.0,1,DSD GROCERY,9211.0
39,117950,Tuesday,4111600592.0,1,IMPULSE MERCHANDISE,105.0
15,55994,Saturday,4300095369.0,1,DSD GROCERY,4623.0
40,190621,Sunday,68333321581.0,1,PERSONAL CARE,9111.0
24,190393,Sunday,89470001013.0,2,DAIRY,1431.0
40,171833,Thursday,2580002656.0,1,FROZEN FOODS,1904.0
40,84399,Thursday,4166705111.0,1,DSD GROCERY,3650.0
24,101358,Sunday,4082201749.0,1,SERVICE DELI,3011.0
9,103718,Sunday,30234012900.0,2,PHARMACY OTC,4501.0
8,111492,Monday,4400003697.0,1,DSD GROCERY,2758.0
38,36750,Wednesday,2100000154.0,1,DAIRY,7956.0
39,65324,Monday,3120027016.0,2,DSD GROCERY,4639.0
32,187203,Sunday,82182307194.0,1,BOYS WEAR,5150.0
39,38508,Thursday,2200001585.0,1,IMPULSE MERCHANDISE,135.0
42,48796,Friday,3019294203.0,1,PAINT AND ACCESSORIES,2801.0
25,183887,Saturday,25087400000.0,1,SERVICE DELI,7010.0
7,10109,Saturday,7932265549.0,1,PRODUCE,7802.0
40,176640,Friday,4468134627.0,1,FURNITURE,5615.0
40,160260,Tuesday,68113107862.0,2,BAKERY,5017.0
39,181135,Saturday,4400001560.0,2,DSD GROCERY,4200.0
40,188511,Sunday,72225260141.0,3,PHARMACY OTC,549.0
7,18640,Sunday,68113106762.0,1,SERVICE DELI,4010.0
39,126806,Thursday,2840005598.0,1,DSD GROCERY,9267.0
39,148586,Sunday,2700060903.0,1,GROCERY DRY GOODS,2351.0
40,187680,Sunday,8768400518.0,2,DSD GROCERY,4624.0
8,27184,Tuesday,71458100088.0,1,PRODUCE,7816.0
39,68670,Monday,930000084.0,1,GROCERY DRY GOODS,2570.0
25,133440,Friday,84273309659.0,1,LADIESWEAR,18.0
38,91617,Friday,20104500000.0,1,SERVICE DELI,8014.0
44,71716,Tuesday,3663203723.0,1,DAIRY,1438.0
8,147376,Sunday,8669408804.0,1,"GIRLS WEAR, 4-6X  AND 7-14",7220.0
24,99902,Sunday,83122300420.0,1,HOME DECOR,5503.0
8,86499,Thursday,68113102536.0,1,HOUSEHOLD PAPER GOODS,5010.0
39,144873,Sunday,4011.0,1,PRODUCE,5501.0
39,85657,Thursday,7874235187.0,1,DAIRY,1508.0
39,65514,Monday,8600387388.0,1,"LIQUOR,WINE,BEER",2400.0
40,104717,Sunday,8265700312.0,2,DSD GROCERY,9214.0
25,135668,Friday,60915901249.0,1,LADIESWEAR,5000.0
42,51794,Saturday,4920004550.0,1,GROCERY DRY GOODS,4451.0
39,38720,Thursday,4282341657.0,1,CELEBRATION,1805.0
35,54525,Saturday,2840008359.0,1,DSD GROCERY,3663.0
39,90865,Friday,7874201842.0,1,HOUSEHOLD PAPER GOODS,240.0
40,20319,Monday,7780259133.0,1,BEAUTY,1265.0
25,183903,Saturday,3500055500.0,2,PERSONAL CARE,401.0
40,133276,Friday,7874244274.0,2,PHARMACY OTC,601.0
39,3407,Friday,7874204022.0,1,HOUSEHOLD PAPER GOODS,3011.0
35,124537,Wednesday,4900001938.0,1,DSD GROCERY,9550.0
33,167875,Thursday,20609900000.0,1,SERVICE DELI,8013.0
39,76329,Wednesday,6233805762.0,1,HOUSEHOLD CHEMICALS/SUPP,8910.0
37,59435,Sunday,3700067947.0,1,PERSONAL CARE,203.0
7,22220,Monday,7874208857.0,1,FROZEN FOODS,2112.0
40,133759,Friday,3040021677.0,1,HOUSEHOLD PAPER GOODS,104.0
40,48909,Friday,8000000683.0,6,GROCERY DRY GOODS,2909.0
35,174487,Friday,7047000596.0,1,DAIRY,1343.0
38,37779,Thursday,7874222622.0,1,GROCERY DRY GOODS,3306.0
5,161412,Wednesday,30081073088.0,1,PHARMACY OTC,3514.0
32,92194,Friday,3600043399.0,1,PERSONAL CARE,3063.0
39,113514,Tuesday,7432309090.0,1,COMM BREAD,3701.0
31,123097,Wednesday,68113102889.0,2,WIRELESS,9998.0
38,189881,Sunday,4011.0,1,PRODUCE,5501.0
7,81043,Wednesday,1070002440.0,1,"CANDY, TOBACCO, COOKIES",521.0
40,172072,Friday,3700085117.0,1,PERSONAL CARE,9108.0
40,4618,Friday,1450001183.0,2,FROZEN FOODS,1750.0
40,19289,Sunday,1111107624.0,1,PERSONAL CARE,3181.0
40,101031,Sunday,7874298678.0,1,BAKERY,5006.0
40,123686,Wednesday,4178900125.0,4,GROCERY DRY GOODS,3120.0
39,1163,Friday,7142103210.0,1,SERVICE DELI,4021.0
39,179332,Saturday,5300001111.0,1,DAIRY,7953.0
24,123412,Wednesday,8149202167.0,1,HARDWARE,6009.0
25,154114,Monday,7780255013.0,1,BEAUTY,1265.0
40,121245,Wednesday,4378.0,1,PRODUCE,2500.0
5,23066,Monday,68113110679.0,1,PHARMACY OTC,2400.0
7,164447,Wednesday,22501100000.0,1,SERVICE DELI,8003.0
40,17202,Sunday,4400003428.0,1,DSD GROCERY,3630.0
8,42816,Thursday,7874205362.0,1,BAKERY,6611.0
39,17834,Sunday,4011.0,1,PRODUCE,5501.0
38,22227,Monday,5100021259.0,1,DSD GROCERY,4646.0
40,91461,Friday,7142908145.0,4,GROCERY DRY GOODS,3812.0
37,6660,Saturday,7874235187.0,2,DAIRY,1508.0
5,30875,Tuesday,30132018582.0,8,PHARMACY OTC,2201.0
38,172703,Friday,3700093031.0,1,HOUSEHOLD CHEMICALS/SUPP,512.0
39,173801,Friday,22591100000.0,1,MEAT - FRESH & FROZEN,6300.0
38,126986,Thursday,3700060040.0,1,PHARMACY OTC,250.0
28,14111,Sunday,4770801559.0,1,SPORTING GOODS,705.0
40,121530,Wednesday,7763306328.0,1,COMM BREAD,3704.0
40,48754,Friday,2000029015.0,1,FROZEN FOODS,1750.0
40,126788,Thursday,3450015116.0,1,DAIRY,1202.0
39,164794,Wednesday,7314945822.0,3,HOME MANAGEMENT,6604.0
40,120248,Wednesday,7047500144.0,1,GROCERY DRY GOODS,2816.0
39,143553,Sunday,2840001109.0,2,DSD GROCERY,3658.0
25,35461,Wednesday,81832601183.0,1,HOME DECOR,2523.0
40,50353,Saturday,76594016804.0,1,FABRICS AND CRAFTS,530.0
40,164826,Wednesday,4889.0,1,PRODUCE,7907.0
40,17651,Sunday,1760002177.0,1,GROCERY DRY GOODS,2219.0
39,121976,Wednesday,5000042754.0,2,PETS AND SUPPLIES,1040.0
40,49604,Saturday,2420000349.0,2,HOUSEHOLD CHEMICALS/SUPP,518.0
36,59805,Sunday,7874202113.0,1,BEAUTY,4667.0
40,191119,Sunday,71514150349.0,1,DAIRY,9020.0
40,144018,Sunday,81547301188.0,2,DAIRY,7978.0
40,73181,Tuesday,60538818863.0,1,HOUSEHOLD PAPER GOODS,6030.0
40,145029,Sunday,4369507118.0,1,FROZEN FOODS,1952.0
42,65585,Monday,7565600959.0,1,TOYS,1803.0
41,171581,Thursday,2840004176.0,2,IMPULSE MERCHANDISE,807.0
44,177441,Friday,3160066115.0,1,SHOES,2605.0
25,49291,Saturday,3700086586.0,1,HOUSEHOLD CHEMICALS/SUPP,8915.0
40,174223,Friday,4400000057.0,1,DSD GROCERY,3715.0
5,20939,Monday,64541699605.0,1,CELEBRATION,1806.0
25,101250,Sunday,60538810235.0,1,SHOES,6365.0
40,107174,Monday,7874203676.0,1,GROCERY DRY GOODS,2835.0
40,175457,Friday,7874222375.0,2,COMM BREAD,3716.0
35,161049,Tuesday,2840043783.0,1,IMPULSE MERCHANDISE,808.0
40,143213,Saturday,3000016947.0,1,DSD GROCERY,4669.0
6,75829,Wednesday,2610000572.0,1,"CANDY, TOBACCO, COOKIES",8012.0
24,101392,Sunday,1601704117.0,1,COOK AND DINE,2444.0
24,54764,Saturday,70109133468.0,1,FABRICS AND CRAFTS,7018.0
7,112786,Tuesday,1200014143.0,1,DSD GROCERY,9501.0
36,163577,Wednesday,1700011271.0,1,PERSONAL CARE,3180.0
40,38978,Thursday,7061217496.0,1,AUTOMOTIVE,4007.0
39,187428,Sunday,3506121435.0,1,HARDWARE,4112.0
8,32390,Wednesday,2410078938.0,1,DSD GROCERY,3719.0
7,39254,Thursday,7027710520.0,1,SERVICE DELI,3007.0
37,85741,Thursday,3450015163.0,1,DAIRY,1201.0
38,65802,Monday,4664.0,1,PRODUCE,7810.0
40,94832,Saturday,7874235187.0,1,DAIRY,1508.0
39,179749,Saturday,3338320027.0,1,PRODUCE,3601.0
18,149496,Sunday,2903337717.0,1,TOYS,4800.0
40,49461,Saturday,4856406000.0,1,COMM BREAD,3729.0
8,164255,Wednesday,4400003214.0,1,IMPULSE MERCHANDISE,804.0
40,117108,Tuesday,1200000134.0,2,DSD GROCERY,9547.0
40,138952,Saturday,7874210066.0,1,GROCERY DRY GOODS,2302.0
8,32445,Wednesday,61126911357.0,1,DSD GROCERY,3467.0
15,100159,Sunday,78533177820.0,1,PRE PACKED DELI,7503.0
19,179995,Saturday,4223830241.0,1,IMPULSE MERCHANDISE,125.0
999,50404,Saturday,68113104791.0,1,1-HR PHOTO,180.0
15,34775,Wednesday,1225811110.0,1,PHARMACY OTC,4078.0
40,102722,Sunday,4029.0,1,PRODUCE,6201.0
7,33657,Wednesday,22620700000.0,1,MEAT - FRESH & FROZEN,1903.0
39,108343,Monday,76211188816.0,1,GROCERY DRY GOODS,3309.0
38,152755,Monday,30521500700.0,1,PERSONAL CARE,3010.0
999,79357,Wednesday,30193707025.0,1,PHARMACY OTC,5607.0
39,134116,Friday,60538816463.0,1,SHOES,4112.0
7,71501,Tuesday,20692800000.0,1,SERVICE DELI,7010.0
33,139290,Saturday,20154500000.0,1,SERVICE DELI,8001.0
4,165801,Wednesday,36382402314.0,1,PHARMACY OTC,1121.0
8,80835,Wednesday,78524220291.0,1,PRODUCE,978.0
40,59080,Sunday,3700058690.0,1,PERSONAL CARE,1.0
15,17101,Sunday,3338365020.0,2,PRODUCE,7501.0
26,150824,Monday,72450409106.0,1,PAINT AND ACCESSORIES,1021.0
44,123390,Wednesday,8680012482.0,1,BEAUTY,2255.0
40,149403,Sunday,7874237127.0,1,GROCERY DRY GOODS,3819.0
5,120132,Wednesday,7003011698.0,2,PHARMACY OTC,801.0
39,155674,Monday,3700083469.0,1,HOUSEHOLD CHEMICALS/SUPP,2041.0
25,127910,Thursday,88496807148.0,1,LADIESWEAR,267.0
42,19666,Sunday,5107107219.0,1,MENS WEAR,1012.0
18,173591,Friday,67341922965.0,1,TOYS,2380.0
8,107540,Monday,7112196302.0,1,HOUSEHOLD CHEMICALS/SUPP,3011.0
34,135878,Friday,4749733129.0,1,PETS AND SUPPLIES,7011.0
8,151553,Monday,8390000536.0,1,DAIRY,1405.0
39,80132,Wednesday,2840000289.0,1,DSD GROCERY,3658.0
40,47395,Friday,2700069386.0,1,GROCERY DRY GOODS,4409.0
40,118440,Tuesday,7255461047.0,1,FROZEN FOODS,1851.0
39,162486,Wednesday,7874203886.0,1,GROCERY DRY GOODS,2803.0
39,167286,Thursday,9518806128.0,1,DSD GROCERY,4644.0
39,132775,Friday,7704310360.0,1,BEAUTY,4500.0
25,32698,Wednesday,7144436772.0,2,CELEBRATION,22.0
25,147578,Sunday,88295696379.0,1,BOYS WEAR,5533.0
35,154545,Monday,5200032673.0,2,DSD GROCERY,4606.0
21,37467,Thursday,2622977070.0,4,OFFICE SUPPLIES,6123.0
30,29913,Tuesday,4900001916.0,1,DSD GROCERY,9546.0
38,135288,Friday,2500001970.0,1,DAIRY,1407.0
8,120311,Wednesday,2460001757.0,1,GROCERY DRY GOODS,4254.0
40,21513,Monday,7680851613.0,1,GROCERY DRY GOODS,3902.0
8,127409,Thursday,4856406700.0,1,COMM BREAD,3731.0
40,144260,Sunday,7015788270.0,2,SERVICE DELI,3007.0
39,107455,Monday,7874202592.0,1,DAIRY,1201.0
40,140813,Saturday,3338365322.0,2,PRODUCE,7601.0
40,10768,Saturday,4300000050.0,1,DSD GROCERY,4977.0
40,16872,Sunday,7641090142.0,1,DSD GROCERY,3711.0
44,150869,Monday,68113100576.0,1,PHARMACY OTC,2561.0
41,120726,Wednesday,3422343728.0,1,SPORTING GOODS,5105.0
6,169816,Thursday,1820019987.0,1,"LIQUOR,WINE,BEER",1112.0
5,97111,Saturday,30067399842.0,1,PHARMACY OTC,3700.0
40,69487,Tuesday,7965604967.0,1,BEAUTY,6000.0
39,147820,Sunday,1820025014.0,1,"LIQUOR,WINE,BEER",1201.0
39,85243,Thursday,75752800879.0,1,IMPULSE MERCHANDISE,808.0
40,64371,Monday,4280000883.0,1,FROZEN FOODS,1953.0
32,127115,Thursday,88614999486.0,1,INFANT APPAREL,1116.0
43,149602,Sunday,7800008263.0,1,DSD GROCERY,9560.0
27,6872,Saturday,5000057216.0,3,PETS AND SUPPLIES,1436.0
8,84863,Thursday,3338370070.0,1,PRODUCE,7905.0
39,159076,Tuesday,7874200127.0,1,COMM BREAD,3102.0
999,98064,Saturday,87458603436.0,1,IMPULSE MERCHANDISE,8023.0
32,1836,Friday,1305142144.0,1,CELEBRATION,70.0
24,9453,Saturday,81891401704.0,1,COOK AND DINE,3716.0
40,58563,Sunday,1258700020.0,1,HOUSEHOLD PAPER GOODS,6520.0
29,180100,Saturday,4740011015.0,1,PERSONAL CARE,1403.0
37,47910,Friday,4011.0,1,PRODUCE,5501.0
36,147698,Sunday,3400000848.0,1,IMPULSE MERCHANDISE,135.0
39,58906,Sunday,5100022195.0,1,DSD GROCERY,4649.0
42,67408,Monday,3735590076.0,1,OFFICE SUPPLIES,571.0
42,80569,Wednesday,7962507006.0,1,BEAUTY,5020.0
37,66539,Monday,71514172928.0,1,DAIRY,9020.0
6,35866,Wednesday,7084781116.0,1,DSD GROCERY,3467.0
36,96958,Saturday,7874208265.0,1,PHARMACY OTC,260.0
39,15238,Sunday,4369508316.0,1,FROZEN FOODS,1952.0
43,190750,Sunday,72136677700.0,1,HOME DECOR,5576.0
40,177973,Saturday,1070080727.0,1,IMPULSE MERCHANDISE,115.0
36,74134,Tuesday,7049000335.0,1,GROCERY DRY GOODS,2902.0
25,16544,Sunday,4142011476.0,1,IMPULSE MERCHANDISE,110.0
33,72940,Tuesday,4650076476.0,1,HOUSEHOLD CHEMICALS/SUPP,8950.0
42,101157,Sunday,30521011760.0,1,BEAUTY,4501.0
24,120710,Wednesday,60538804753.0,1,FINANCIAL SERVICES,3903.0
33,3972,Friday,4650073332.0,1,HOUSEHOLD CHEMICALS/SUPP,8910.0
6,180788,Saturday,2720034728.0,1,"CANDY, TOBACCO, COOKIES",8012.0
33,8378,Saturday,3700035762.0,1,HOUSEHOLD CHEMICALS/SUPP,2040.0
40,186040,Sunday,4650075360.0,1,HOUSEHOLD CHEMICALS/SUPP,8950.0
39,54133,Saturday,1111101490.0,1,PERSONAL CARE,3166.0
7,53654,Saturday,4300079475.0,1,GROCERY DRY GOODS,3304.0
24,3771,Friday,66553840612.0,1,BATH AND SHOWER,1724.0
43,108836,Monday,8520000125.0,1,"LIQUOR,WINE,BEER",3452.0
40,129857,Thursday,2240065217.0,1,PERSONAL CARE,5044.0
40,72096,Tuesday,4119691116.0,1,GROCERY DRY GOODS,3108.0
35,109477,Monday,65724334608.0,1,FROZEN FOODS,1855.0
39,39770,Thursday,7080004126.0,1,PRE PACKED DELI,7202.0
39,131728,Friday,5020002110.0,1,DSD GROCERY,4654.0
39,57286,Sunday,88595461549.0,1,TOYS,1209.0
9,95597,Saturday,8669427101.0,1,"GIRLS WEAR, 4-6X  AND 7-14",7208.0
999,33695,Wednesday,75745698556.0,1,HOME DECOR,913.0
39,80248,Wednesday,7453490164.0,1,FROZEN FOODS,1855.0
33,147945,Sunday,3218753206.0,1,TOYS,1206.0
35,1471,Friday,1920075352.0,1,HOUSEHOLD CHEMICALS/SUPP,3610.0
33,36046,Wednesday,1112020851.0,1,HOME MANAGEMENT,1164.0
7,39114,Thursday,7800020640.0,1,DSD GROCERY,2455.0
25,155083,Monday,9933893978.0,1,LADIESWEAR,201.0
36,69433,Monday,3700091939.0,1,HOUSEHOLD CHEMICALS/SUPP,705.0
25,181048,Saturday,7033063418.0,1,IMPULSE MERCHANDISE,204.0
7,30728,Tuesday,4525511864.0,1,PRODUCE,4735.0
36,170893,Thursday,1070002152.0,2,"CANDY, TOBACCO, COOKIES",521.0
39,96652,Saturday,68113102602.0,1,HOUSEHOLD PAPER GOODS,5030.0
40,131424,Friday,8730056007.0,1,BEAUTY,4610.0
39,97078,Saturday,2840009217.0,1,DSD GROCERY,3351.0
26,61027,Sunday,980000761.0,1,IMPULSE MERCHANDISE,145.0
40,45734,Friday,2430004146.0,1,COMM BREAD,3707.0
39,116702,Tuesday,9147593097.0,1,DAIRY,1405.0
37,174298,Friday,1200542757.0,1,HOUSEHOLD CHEMICALS/SUPP,585.0
39,94155,Saturday,68113191697.0,1,SERVICE DELI,7100.0
40,143620,Sunday,7800000271.0,1,DSD GROCERY,2504.0
44,122734,Wednesday,5107179371.0,1,MENS WEAR,211.0
40,139746,Saturday,7017715424.0,1,GROCERY DRY GOODS,3352.0
40,141955,Saturday,7874237386.0,2,MEAT - FRESH & FROZEN,1904.0
40,184290,Saturday,85630106.0,1,PHARMACY OTC,4081.0
39,72845,Tuesday,7874212267.0,1,PERSONAL CARE,410.0
36,130109,Thursday,3367415788.0,1,PHARMACY OTC,603.0
33,181264,Saturday,3700092987.0,1,HOUSEHOLD PAPER GOODS,1006.0
9,43946,Friday,20270500000.0,1,SERVICE DELI,4042.0
40,55497,Saturday,4011.0,1,PRODUCE,5501.0
30,95260,Saturday,81012501154.0,1,SHOES,1441.0
38,92945,Friday,88491201426.0,1,GROCERY DRY GOODS,3555.0
15,129038,Thursday,896400099838.0,1,BATH AND SHOWER,421.0
37,173043,Friday,60538871457.0,1,DAIRY,9100.0
42,36960,Wednesday,4138309073.0,1,DAIRY,1505.0
6,10069,Saturday,68113132353.0,1,SERVICE DELI,8017.0
24,27891,Tuesday,2075387034.0,1,HOME MANAGEMENT,6927.0
24,186580,Sunday,2200001289.0,1,IMPULSE MERCHANDISE,135.0
42,99347,Saturday,2840043318.0,1,IMPULSE MERCHANDISE,808.0
39,65308,Monday,4400000172.0,1,DSD GROCERY,4156.0
39,96941,Saturday,4155440848.0,1,BEAUTY,2065.0
40,168440,Thursday,7874209945.0,1,DAIRY,7955.0
5,78204,Wednesday,68113177635.0,1,PHARMACY OTC,2306.0
33,187636,Sunday,4612.0,1,PRODUCE,4402.0
38,69031,Monday,2733100616.0,1,DAIRY,7962.0
7,49109,Saturday,20875200000.0,3,MEAT - FRESH & FROZEN,6252.0
39,56869,Sunday,72097248211.0,3,"GIRLS WEAR, 4-6X  AND 7-14",560.0
41,34545,Wednesday,78669605898.0,1,HARDWARE,7700.0
40,144428,Sunday,7962507258.0,3,PERSONAL CARE,4943.0
40,133179,Friday,85777300318.0,1,SEAFOOD,1027.0
37,29596,Tuesday,7007782040.0,1,FROZEN FOODS,6504.0
40,43942,Friday,4093.0,1,PRODUCE,4008.0
38,9166,Saturday,88491200341.0,1,GROCERY DRY GOODS,3601.0
39,52753,Saturday,84300507099.0,1,LADIESWEAR,342.0
999,19119,Sunday,87458603436.0,1,IMPULSE MERCHANDISE,8023.0
35,169920,Thursday,7874207521.0,1,GROCERY DRY GOODS,2453.0
40,33599,Wednesday,7874207620.0,1,GROCERY DRY GOODS,3559.0
7,120917,Wednesday,3700085824.0,1,HOUSEHOLD CHEMICALS/SUPP,9503.0
32,57720,Sunday,4393559552.0,1,BOYS WEAR,670.0
9,177060,Friday,82831450.0,1,MENS WEAR,1541.0
39,36212,Wednesday,87634600033.0,1,PERSONAL CARE,8101.0
24,77647,Wednesday,2569550072.0,2,BEDDING,6000.0
37,36410,Wednesday,7874235201.0,1,DAIRY,1515.0
39,36028,Wednesday,22501100000.0,1,SERVICE DELI,8003.0
6,98805,Saturday,8500000217.0,2,"LIQUOR,WINE,BEER",2101.0
37,2336,Friday,4093.0,1,PRODUCE,4008.0
39,77354,Wednesday,2430004431.0,1,COMM BREAD,6151.0
29,169573,Thursday,3867505389.0,1,TOYS,6120.0
39,173530,Friday,3120020007.0,1,DSD GROCERY,4639.0
37,13758,Sunday,81829001259.0,1,DAIRY,1450.0
34,95547,Saturday,78082412395.0,2,PETS AND SUPPLIES,6201.0
25,58434,Sunday,88577948533.0,1,LADIESWEAR,2056.0
8,37724,Thursday,3700088225.0,1,HOUSEHOLD PAPER GOODS,1006.0
42,115998,Tuesday,76866155607.0,1,TOYS,6220.0
40,73102,Tuesday,4300000956.0,2,FROZEN FOODS,2051.0
40,174814,Friday,2370000006.0,1,MEAT - FRESH & FROZEN,6150.0
33,156225,Tuesday,1750020722.0,1,HOUSEHOLD CHEMICALS/SUPP,1210.0
39,190421,Sunday,5200032867.0,1,DSD GROCERY,4606.0
39,177502,Friday,7524320118.0,1,FROZEN FOODS,1852.0
39,160747,Tuesday,4470007352.0,1,PRE PACKED DELI,7554.0
39,6050,Friday,60538871461.0,1,DAIRY,9101.0
24,19878,Monday,8390000575.0,1,DSD GROCERY,3054.0
39,152824,Monday,4850002151.0,1,DAIRY,1402.0
39,189126,Sunday,7874208236.0,1,HOUSEHOLD CHEMICALS/SUPP,4510.0
3,90326,Friday,68113163352.0,1,FINANCIAL SERVICES,278.0
40,176530,Friday,2120052042.0,1,HOUSEHOLD CHEMICALS/SUPP,9520.0
25,130679,Friday,7871577403.0,1,MENS WEAR,5702.0
6,80981,Wednesday,8500002028.0,1,"LIQUOR,WINE,BEER",2400.0
25,166505,Wednesday,890361310130.0,1,MENS WEAR,4625.0
42,161594,Wednesday,9394540659.0,1,PAINT AND ACCESSORIES,2802.0
6,11688,Saturday,1200000129.0,1,DSD GROCERY,9547.0
40,49500,Saturday,4062.0,1,PRODUCE,8104.0
40,152275,Monday,68113107095.0,1,BAKERY,4010.0
9,148948,Sunday,2840028204.0,1,IMPULSE MERCHANDISE,808.0
40,49890,Saturday,5210037145.0,1,GROCERY DRY GOODS,3002.0
39,113291,Tuesday,4900005072.0,1,DSD GROCERY,4611.0
40,10176,Saturday,22016100000.0,2,MEAT - FRESH & FROZEN,6159.0
40,171955,Thursday,2840020126.0,1,DSD GROCERY,9251.0
38,141569,Saturday,1600027578.0,1,GROCERY DRY GOODS,3555.0
39,136604,Friday,8265719473.0,2,DSD GROCERY,9216.0
37,187539,Sunday,1070080727.0,1,IMPULSE MERCHANDISE,115.0
35,18296,Sunday,2430086571.0,1,COMM BREAD,2286.0
36,164441,Wednesday,7835557006.0,1,DAIRY,1431.0
32,83701,Thursday,1325930079.0,1,INFANT APPAREL,6691.0
38,139116,Saturday,60538871461.0,1,DAIRY,9101.0
39,86927,Friday,61126971646.0,2,DSD GROCERY,3467.0
40,255,Friday,7978325873.0,1,DSD GROCERY,3866.0
27,177283,Friday,3172486311.0,1,LAWN AND GARDEN,4001.0
40,103010,Sunday,4000042138.0,1,"CANDY, TOBACCO, COOKIES",79.0
38,65490,Monday,9518802128.0,2,DSD GROCERY,4644.0
40,54392,Saturday,4740009995.0,1,PERSONAL CARE,55.0
39,66698,Monday,1600028889.0,1,GROCERY DRY GOODS,3558.0
27,66722,Monday,5000042564.0,1,PETS AND SUPPLIES,1946.0
33,134285,Friday,4900005025.0,1,DSD GROCERY,3004.0
9,156235,Tuesday,7874209758.0,1,HOUSEHOLD PAPER GOODS,202.0
32,54610,Saturday,4900001463.0,1,DSD GROCERY,9538.0
24,65909,Monday,2572539024.0,1,SPORTING GOODS,8025.0
8,152588,Monday,7110021039.0,1,GROCERY DRY GOODS,2455.0
26,5429,Friday,3920899072.0,1,HARDWARE,4203.0
37,21849,Monday,4159.0,1,PRODUCE,4038.0
25,142819,Saturday,88295696320.0,1,BOYS WEAR,5516.0
27,6243,Saturday,2253222326.0,1,HORTICULTURE AND ACCESS,1240.0
24,174638,Friday,60538810507.0,1,SHOES,4815.0
39,107815,Monday,5310033787.0,1,PERSONAL CARE,202.0
42,14425,Sunday,2742670041.0,1,PAINT AND ACCESSORIES,3012.0
44,147337,Sunday,4529907588.0,1,INFANT APPAREL,6.0
5,139691,Saturday,36570259210.0,1,PHARMACY OTC,5607.0
25,134657,Friday,70865610041.0,1,"CANDY, TOBACCO, COOKIES",84.0
40,94560,Saturday,78113870816.0,1,GROCERY DRY GOODS,1103.0
37,189315,Sunday,3338320027.0,1,PRODUCE,3601.0
44,27848,Tuesday,7124921184.0,1,PERSONAL CARE,5205.0
36,182078,Saturday,7124924279.0,1,PERSONAL CARE,5205.0
40,94768,Saturday,8000049564.0,2,GROCERY DRY GOODS,2901.0
42,186356,Sunday,85285200106.0,1,"CANDY, TOBACCO, COOKIES",89.0
9,108541,Monday,61156657269.0,1,JEWELRY AND SUNGLASSES,345.0
37,67227,Monday,60538800120.0,1,DAIRY,9127.0
40,183237,Saturday,7047047639.0,3,DAIRY,1436.0
29,162849,Wednesday,30187136603.0,1,BEAUTY,4501.0
39,96330,Saturday,5100019857.0,1,GROCERY DRY GOODS,2401.0
33,14501,Sunday,3634631712.0,1,FABRICS AND CRAFTS,6899.0
37,146422,Sunday,71731100000.0,1,PRODUCE,4038.0
36,119191,Wednesday,7940012804.0,1,PERSONAL CARE,5008.0
40,180087,Saturday,1300000124.0,1,GROCERY DRY GOODS,2301.0
41,145657,Sunday,88786030061.0,1,BOYS WEAR,1555.0
40,156845,Tuesday,3663200836.0,1,DAIRY,1450.0
40,103944,Sunday,1111140471.0,1,PERSONAL CARE,3181.0
40,99995,Sunday,7321400618.0,1,GROCERY DRY GOODS,2556.0
25,72533,Tuesday,60538813745.0,1,SHOES,3380.0
40,146207,Sunday,89470001033.0,1,DAIRY,1450.0
42,133083,Friday,2521790254.0,1,TOYS,3204.0
26,164504,Wednesday,4011.0,1,PRODUCE,5501.0
25,21736,Monday,4393554282.0,1,MENS WEAR,5106.0
40,126005,Thursday,88309604142.0,1,"GIRLS WEAR, 4-6X  AND 7-14",7227.0
43,109885,Monday,3940001614.0,1,GROCERY DRY GOODS,2828.0
37,142909,Saturday,4611.0,1,PRODUCE,4060.0
24,106728,Sunday,7315015223.0,1,PRODUCE,7603.0
44,133590,Friday,84970900102.0,2,BATH AND SHOWER,1704.0
40,125306,Thursday,7389003906.0,1,PRE PACKED DELI,7501.0
24,75341,Tuesday,7328707936.0,1,COOK AND DINE,3734.0
40,3054,Friday,31254663261.0,1,PHARMACY OTC,1110.0
33,6014,Friday,4650075173.0,2,HOUSEHOLD CHEMICALS/SUPP,8945.0
40,52655,Saturday,2560008882.0,1,COMM BREAD,3705.0
25,77722,Wednesday,3800084709.0,1,DSD GROCERY,3353.0
30,128275,Thursday,60538818679.0,1,PRE PACKED DELI,7203.0
39,30826,Tuesday,3700014308.0,1,PERSONAL CARE,5050.0
38,112888,Tuesday,3224711307.0,1,LAWN AND GARDEN,5601.0
39,146247,Sunday,76211192616.0,1,GROCERY DRY GOODS,3304.0
39,18658,Sunday,88589800041.0,1,PHARMACY OTC,1137.0
40,79418,Wednesday,7874222803.0,1,GROCERY DRY GOODS,4451.0
39,57950,Sunday,22501100000.0,1,SERVICE DELI,8003.0
38,79919,Wednesday,7089631010.0,1,CELEBRATION,54.0
39,70829,Tuesday,68113132896.0,1,PRODUCE,7070.0
9,137661,Saturday,79285002671.0,1,IMPULSE MERCHANDISE,338.0
36,35832,Wednesday,60538862097.0,1,FINANCIAL SERVICES,0.0
5,38000,Thursday,7874206317.0,1,PHARMACY OTC,4602.0
27,2219,Friday,2471930480.0,1,HORTICULTURE AND ACCESS,8317.0
35,41199,Thursday,1600015910.0,1,DSD GROCERY,4681.0
39,175873,Friday,5100012773.0,1,DSD GROCERY,4649.0
